0, 7.29848, 33.3457, 1
16, 7.29868, 59.682, 1
19, 7.29832, 15.4255, 0
19, 7.29851, 37.0279, 1
46, 7.21092, 40.0996, 1
1, 7.29864, 38, 1
27, 7.29855, 34.1244, 1
10, 7.29842, 34.6495, 1
33, 7.29842, 39.7741, 1
9, 7.2984, 34.9771, 1
49, 5.93454, 35.8754, 1
51, 7.29876, 59.973, 1
23, 7.29839, 34.8759, 1
32, 7.29875, 37.271, 1
0, 7.3339, 46.9523, 1
4, 7.37858, 15.375, 0
4, 7.35439, 46.4547, 1
54, 7.29906, 38.8746, 1
15, 7.2985, 62.0237, 1
32, 7.29844, 15.4259, 0
32, 7.31249, 36.5522, 1
23, 7.37855, 15.3764, 0
23, 7.29865, 37.6019, 1
10, 7.29828, 35.5025, 1
39, 5.93433, 38.0111, 1
19, 7.64188, 15.5053, 1
34, 5.93368, 35.998, 0
26, 7.29845, 10.7106, 1
26, 7.29816, 15.4273, 0
41, 5.93368, 36.5029, 0
27, 7.29848, 10.7299, 1
27, 7.29799, 15.929, 0
8, 7.29833, 33.2983, 1
21, 7.29833, 36.3777, 1
40, 5.93437, 38.1997, 1
29, 7.29853, 61.3986, 1
9, 7.29825, 15.4261, 0
9, 7.29855, 39.0996, 1
48, 5.93446, 46.3819, 1
7, 7.29898, 64.7669, 1
6, 7.29836, 15.4288, 0
6, 7.29855, 35.1992, 1
49, 5.93436, 37.7034, 1
30, 7.29835, 34.9477, 1
46, 7.21056, 45.1298, 1
33, 7.29862, 36.9959, 1
37, 5.93443, 37.001, 1
18, 7.29833, 39.1975, 1
12, 7.29874, 38.2509, 1
45, 7.06777, 42.1247, 1
28, 7.29844, 15.9265, 1
42, 5.9344, 35.9989, 0
35, 5.93436, 38.8019, 1
31, 7.29833, 35.0509, 1
44, 5.93441, 49.1043, 1
20, 7.29857, 37.5213, 1
11, 7.29828, 34.3978, 1
3, 7.29854, 42.0552, 1
17, 7.29842, 37.1211, 1
38, 5.93468, 35.8284, 1
24, 7.29836, 36.9958, 1
0, 7.29842, 39.0034, 1
52, 7.29842, 40.2528, 1
36, 5.93465, 36.8472, 1
1, 7.29829, 35.1469, 1
5, 7.29839, 35.5474, 1
22, 7.29869, 37.274, 1
56, 5.93449, 40.349, 1
25, 7.2984, 34.6244, 1
53, 7.29894, 45.4482, 1
14, 7.29879, 34.4969, 1
0, 7.29872, 36.4977, 1
4, 7.29828, 35.5958, 1
47, 5.93428, 43.0789, 1
54, 7.29843, 38.1744, 1
15, 7.29867, 37.1977, 1
32, 7.29863, 39.2011, 1
43, 5.93426, 40.9455, 1
23, 7.29842, 37.2939, 1
50, 7.29837, 37.7499, 1
10, 7.29865, 35.1512, 1
39, 5.93444, 37.1953, 1
19, 7.29847, 40.1481, 1
34, 5.93452, 34.8718, 1
26, 7.29843, 37.0747, 1
41, 5.93429, 37.6471, 1
51, 7.29843, 43.2735, 1
27, 7.29862, 36.6242, 1
8, 7.29829, 35.1955, 1
16, 7.29862, 37.8227, 1
21, 7.29885, 37.3476, 1
40, 5.93442, 34.3002, 1
29, 7.29836, 34.3996, 1
9, 7.29854, 34.5233, 1
13, 7.2986, 37.1208, 1
48, 5.93432, 42.7013, 1
7, 7.2984, 41.3748, 1
6, 7.29827, 35.8193, 1
2, 7.29854, 35.7534, 1
49, 5.93457, 39.6925, 1
30, 7.29897, 34.8006, 1
46, 7.2108, 37.3965, 1
33, 7.29855, 38.9459, 1
37, 5.93456, 38.7285, 1
18, 7.18481, 15.3705, 1
12, 7.29885, 53.7038, 1
45, 7.06841, 36.0004, 0
28, 7.29869, 46.5994, 1
42, 5.93409, 35.9992, 0
35, 5.93416, 68.9993, 0
31, 7.29873, 15.423, 0
44, 5.93396, 46.6767, 1
20, 7.29839, 36.0706, 1
11, 7.2988, 36.1481, 1
3, 7.29862, 32.2989, 1
17, 7.29862, 55.1968, 1
38, 5.93375, 35.9967, 0
24, 7.29869, 34.7775, 1
0, 7.29837, 37.3738, 1
52, 7.29869, 34.6462, 1
36, 5.93447, 34.2769, 1
1, 7.29829, 34.0673, 1
5, 7.29837, 35.0003, 1
22, 7.29845, 37.4764, 1
56, 5.93439, 36.8189, 1
25, 7.29836, 37.8494, 1
53, 7.29802, 15.926, 1
14, 7.29819, 34.9743, 1
0, 7.2983, 37.5243, 1
4, 7.29844, 34.7253, 1
47, 5.9346, 37.8472, 1
54, 7.29843, 38.5506, 1
15, 7.29846, 36.8701, 1
32, 7.29837, 39.7739, 1
43, 5.93447, 42.9509, 1
23, 7.29828, 33.246, 1
50, 7.2983, 39.3235, 1
10, 7.2984, 33.9491, 1
39, 5.93461, 41.0472, 1
19, 7.29887, 36.7497, 1
34, 5.93431, 37.074, 1
26, 7.29843, 35.0495, 1
41, 5.93426, 35.8231, 1
51, 7.29853, 35.7529, 1
27, 7.29851, 33.9932, 1
8, 7.2986, 32.7218, 1
16, 7.29843, 34.0985, 1
21, 7.2986, 36.2247, 1
40, 5.93387, 35.9952, 1
29, 7.29869, 41.7035, 0
9, 7.29884, 15.4252, 0
13, 7.29879, 35.3745, 1
48, 5.93493, 39.299, 1
7, 7.29888, 38.5756, 1
6, 7.29864, 37.8709, 1
2, 7.2983, 52.7465, 1
49, 5.93417, 36.0001, 0
30, 7.29869, 65.0025, 0
46, 7.21065, 56.9481, 1
33, 7.37825, 15.3742, 0
37, 5.9338, 36.0005, 0
18, 7.29869, 34.9017, 1
12, 7.29875, 33.998, 1
45, 7.06797, 38.6775, 1
28, 7.29841, 33.7702, 1
42, 5.93449, 39.6737, 1
35, 5.9344, 55.6942, 1
31, 7.29899, 15.427, 0
44, 5.93374, 35.9976, 0
20, 7.29869, 64.9013, 0
11, 7.29845, 35.5733, 1
3, 7.29865, 43.9234, 1
17, 7.29894, 36.9242, 1
38, 5.93392, 36.0029, 1
24, 7.29869, 46.2038, 1
0, 7.2981, 15.925, 0
52, 7.29863, 38.2022, 1
36, 5.9343, 37.2497, 1
1, 7.2988, 38.2457, 1
5, 7.29866, 35.0488, 1
22, 7.29834, 45.3978, 1
56, 5.93465, 40.3503, 1
25, 7.29856, 37.8963, 1
53, 7.29832, 41.4981, 1
14, 7.29834, 15.4248, 1
0, 7.29812, 55.0998, 1
4, 7.29898, 15.425, 0
47, 5.93464, 36.0002, 0
54, 7.29869, 46.1962, 1
15, 7.2984, 15.9241, 0
32, 7.29925, 37.7969, 1
43, 5.93436, 40.8299, 1
23, 7.29857, 34.0955, 1
50, 7.29846, 41.2478, 1
10, 7.29875, 34.5742, 1
39, 5.93429, 36.4977, 1
19, 7.29829, 37.3966, 1
34, 5.93443, 38.5492, 1
26, 7.29866, 34.7471, 1
41, 5.93444, 36.1262, 1
51, 7.29907, 37.548, 1
27, 7.29865, 34.6233, 1
8, 7.29844, 35.8962, 1
16, 7.29841, 34.7734, 1
21, 7.29851, 37.7222, 1
40, 5.93433, 38.1737, 1
29, 7.29852, 35.2222, 1
9, 7.29843, 38.6213, 1
13, 7.29836, 38.5273, 1
48, 5.93426, 57.6408, 1
7, 7.29881, 15.427, 0
6, 7.29885, 35.2477, 1
2, 7.29831, 35.3773, 1
49, 5.93436, 40.6723, 1
30, 7.29839, 34.8446, 1
46, 7.21095, 41.7026, 1
33, 7.29891, 39.3702, 1
37, 5.93483, 38.8313, 1
18, 7.29849, 37.5439, 1
12, 7.29837, 33.6964, 1
45, 7.06816, 43.4972, 1
28, 7.29869, 34.8486, 1
42, 5.93446, 40.3979, 1
35, 5.93437, 38.7008, 1
31, 7.29855, 35.6422, 1
44, 5.93449, 44.2816, 1
20, 7.29833, 38.9682, 1
11, 7.2986, 36.5207, 1
3, 7.29836, 33.6766, 1
17, 7.29846, 37.775, 1
38, 5.93416, 46.348, 1
24, 7.29836, 15.429, 0
0, 7.29875, 34.1977, 1
52, 7.29882, 38.7523, 1
36, 5.93439, 40.9978, 1
1, 7.29836, 34.1942, 1
5, 7.2985, 36.7249, 1
22, 7.29832, 39.6744, 1
56, 5.93428, 45.9248, 1
25, 7.29869, 35.9997, 1
53, 7.29854, 15.9235, 0
53, 7.29935, 37.351, 1
0, 7.29877, 37.3497, 1
4, 7.29846, 33.6733, 1
47, 5.93447, 36.6003, 1
54, 7.2986, 41.9709, 1
15, 7.29874, 40.0223, 1
32, 7.29863, 40.076, 1
43, 5.93435, 40.7273, 1
23, 7.29859, 34.4643, 1
50, 7.29844, 50.9987, 1
10, 7.29832, 15.9266, 0
39, 5.9342, 36.0011, 0
19, 7.29869, 41.5991, 1
34, 5.93396, 36.0004, 0
26, 7.29869, 59.9012, 1
41, 5.93416, 46.599, 1
51, 7.2988, 15.4251, 0
51, 7.29808, 39.8998, 1
8, 7.29874, 35.3721, 1
16, 7.29868, 37.5452, 1
21, 7.29841, 35.5757, 1
40, 5.93451, 35.6737, 1
29, 7.29835, 34.244, 1
9, 7.29845, 34.3777, 1
13, 7.29868, 35.5458, 1
48, 5.93436, 36.0738, 1
7, 7.29862, 37.1989, 1
6, 7.29896, 34.3013, 1
2, 7.29869, 35.9468, 1
49, 5.93391, 36.5012, 0
30, 7.29869, 46.1978, 1
46, 7.20986, 35.9989, 0
33, 7.29869, 54.3002, 0
37, 5.93437, 37.7754, 1
18, 7.29855, 37.9464, 1
12, 7.29834, 36.7216, 1
45, 7.06752, 40.6486, 1
28, 7.2984, 33.825, 1
42, 5.93431, 48.3979, 1
35, 5.93451, 48.5457, 1
31, 7.29834, 15.4251, 0
44, 5.93401, 36.4975, 0
20, 7.29869, 77.9993, 1
11, 7.2985, 15.4281, 0
3, 7.29851, 34.0296, 1
17, 7.29887, 37.471, 1
38, 5.93458, 44.5521, 1
24, 7.29874, 56.9916, 1
0, 7.29823, 15.4285, 0
52, 7.29912, 53.799, 1
36, 5.93413, 35.9974, 0
1, 7.29869, 54.4022, 0
5, 7.29828, 36.9992, 1
22, 7.29827, 60.0948, 1
56, 5.934, 36.4995, 0
25, 7.29869, 46.6985, 1
53, 7.29831, 15.9231, 0
14, 7.29811, 35.2269, 1
0, 7.29839, 36.3768, 1
4, 7.29862, 35.6209, 1
47, 5.93435, 38.1205, 1
54, 7.29839, 35.2501, 1
15, 7.29828, 37.8235, 1
32, 7.29834, 37.0202, 1
43, 5.93437, 41.2756, 1
23, 7.29857, 34.3722, 1
50, 7.2984, 15.4263, 1
10, 7.29828, 36.4508, 1
39, 5.93437, 38.1997, 1
19, 7.29858, 46.3734, 1
34, 5.9344, 43.1197, 1
26, 7.29857, 52.5741, 1
41, 5.93416, 46.2003, 1
51, 7.29878, 38.3017, 1
27, 7.29876, 15.4277, 1
8, 7.29919, 36.1551, 1
16, 7.29884, 37.3467, 1
21, 7.29901, 38.5977, 1
40, 5.93473, 38.4001, 1
29, 7.29884, 48.7434, 1
9, 7.29874, 15.4278, 0
13, 7.29916, 33.2006, 1
48, 5.93441, 38.9504, 1
7, 7.29833, 37.9495, 1
6, 7.29837, 36.0756, 1
2, 7.29831, 34.7717, 1
49, 5.93429, 40.4968, 1
30, 7.29833, 34.6502, 1
46, 7.21076, 42.5956, 1
33, 7.29831, 42.448, 1
37, 5.93416, 36.4511, 1
18, 7.29844, 15.927, 0
12, 7.29869, 35.4991, 1
45, 7.06739, 39.9776, 1
28, 7.2984, 34.0209, 1
42, 5.93466, 41.9488, 1
35, 5.93447, 36.8239, 1
31, 7.29827, 36.871, 1
44, 5.93458, 38.1255, 1
20, 7.45329, 15.5023, 1
11, 7.29903, 54.6988, 1
3, 7.29808, 15.4264, 0
17, 7.29818, 36.803, 1
38, 5.93443, 33.9737, 1
24, 7.29873, 38.2479, 1
0, 7.29853, 36.2974, 1
52, 7.29837, 38.1492, 1
36, 5.93427, 34.7976, 1
1, 7.29859, 36.1503, 1
5, 7.29851, 40.6734, 1
22, 7.29867, 38.4751, 1
56, 5.93435, 37.1015, 1
25, 7.29844, 39.6419, 1
53, 7.2983, 40.6987, 1
14, 7.29835, 36.2985, 1
0, 7.2987, 36.3588, 1
10, 7.29862, 35.4996, 1
6, 7.29863, 33.8733, 1
25, 7.29865, 36.3251, 1
17, 7.29875, 38.9504, 1
13, 7.29866, 35.6808, 1
52, 7.2984, 37.5647, 1
0, 7.29874, 34.7504, 1
32, 7.29898, 37.3731, 1
55, 5.9345, 38.048, 1
14, 7.29853, 33.2991, 1
1, 7.29843, 32.6972, 1
51, 7.29845, 36.7988, 1
56, 5.93446, 38.5556, 1
27, 7.29852, 34.352, 1
5, 7.29885, 36.7953, 1
24, 7.29863, 40.702, 1
41, 5.9347, 38.3282, 1
36, 5.93438, 37.1985, 1
19, 7.29846, 77.7195, 1
43, 5.93393, 36.0002, 0
28, 7.29878, 35.0031, 1
29, 7.29848, 34.0987, 1
18, 7.29873, 48.6038, 1
2, 7.29846, 39.573, 1
20, 7.29841, 37.6265, 1
53, 7.29894, 35.9982, 1
33, 7.29873, 15.4271, 0
33, 7.29807, 36.5021, 1
34, 5.93459, 36.5283, 1
3, 7.29893, 33.9475, 1
42, 5.93367, 36.0042, 1
35, 5.93423, 37.2703, 1
44, 5.9344, 49.2052, 1
37, 5.93442, 38.9251, 1
46, 7.21049, 54.0918, 1
39, 5.93376, 35.9989, 0
49, 5.93464, 57.8452, 1
9, 7.2985, 15.4248, 0
9, 7.29856, 36.9003, 1
40, 5.93435, 35.9756, 1
21, 7.29843, 33.3707, 1
11, 7.2987, 46.8006, 1
12, 7.29859, 15.4281, 0
12, 7.29877, 34.2002, 1
45, 7.06773, 36.8535, 1
23, 7.29872, 32.2995, 1
31, 7.29844, 36.0984, 1
38, 5.93437, 39.6512, 1
26, 7.29866, 37.4514, 1
22, 7.29868, 37.0014, 1
48, 5.93426, 40.9981, 1
47, 5.93449, 39.7203, 1
54, 7.29846, 37.9483, 1
8, 7.29887, 34.8756, 1
16, 7.29853, 36.2967, 1
50, 7.2984, 38.6456, 1
0, 7.29843, 32.9987, 1
10, 7.29882, 33.2473, 1
6, 7.29852, 34.2237, 1
25, 7.29843, 33.8781, 1
17, 7.29894, 35.9986, 1
13, 7.29813, 15.424, 0
52, 7.29813, 50.1975, 1
0, 7.2987, 15.9263, 0
32, 7.29862, 38.3495, 1
55, 5.93439, 60.8975, 1
14, 7.29849, 15.4267, 0
1, 7.29908, 36.8774, 1
51, 7.29855, 38.9695, 1
56, 5.93449, 53.2953, 1
27, 7.29837, 15.4271, 0
27, 7.29844, 34.7723, 1
24, 7.29853, 38.5311, 1
41, 5.93444, 36.4192, 1
36, 5.93425, 37.2726, 1
19, 7.29842, 40.6741, 1
43, 5.93459, 40.8996, 1
28, 7.29845, 33.8213, 1
29, 7.29884, 35.2469, 1
18, 7.29854, 36.7237, 1
2, 7.29857, 35.221, 1
20, 7.29843, 41.3503, 1
53, 7.29874, 40.4752, 1
33, 7.29883, 36.542, 1
30, 7.29864, 36.7007, 1
34, 5.88328, 32.451, 1
3, 7.2987, 32.7989, 1
42, 5.93444, 40.8752, 1
35, 5.89956, 36.651, 1
44, 5.93431, 46.296, 1
37, 5.93396, 35.9996, 0
46, 7.21081, 59.0554, 0
39, 5.93441, 40.1942, 1
49, 5.93427, 37.8793, 1
9, 7.29872, 61.5649, 1
7, 7.29881, 15.4269, 0
40, 5.93415, 36.4986, 0
21, 7.29894, 59.4953, 1
11, 7.29894, 36.3298, 1
12, 7.299, 37.1972, 1
15, 7.29844, 55.271, 1
45, 7.06761, 36.8814, 0
23, 7.29894, 64.7, 0
31, 7.29894, 35.9974, 1
38, 5.93382, 35.996, 0
26, 7.29894, 46.2969, 1
22, 7.29843, 15.4265, 0
48, 5.93382, 35.8528, 0
47, 5.93431, 46.1193, 1
54, 7.2986, 15.4268, 0
54, 7.29848, 52.8795, 1
16, 7.29894, 54.4033, 0
50, 7.2988, 60.5937, 1
0, 7.29851, 15.9272, 0
10, 7.29893, 35.1992, 1
6, 7.29806, 15.4205, 1
25, 7.29861, 37.6509, 1
17, 7.29848, 39.1755, 1
13, 7.2985, 36.0718, 1
52, 7.29911, 38.0017, 1
0, 7.29859, 33.2959, 1
32, 7.29851, 37.3251, 1
55, 5.93445, 37.9244, 1
14, 7.29853, 32.9957, 1
1, 7.29858, 38.9473, 1
51, 7.29843, 37.2259, 1
56, 5.93431, 46.3704, 1
27, 7.29807, 15.4237, 0
27, 7.29823, 35.0954, 1
24, 7.2987, 32.6997, 1
41, 5.93428, 37.3755, 1
36, 5.93446, 34.377, 1
19, 7.29848, 45.1682, 1
43, 5.93433, 41.0762, 1
28, 7.29862, 33.9204, 1
29, 7.29848, 37.875, 1
18, 7.29884, 37.8487, 1
2, 7.29849, 36.8963, 1
20, 7.29845, 37.7989, 1
53, 7.29872, 38.1995, 1
33, 7.29875, 37.6176, 1
30, 7.2989, 36.3718, 1
34, 5.9344, 38.5525, 1
3, 7.29841, 39.2463, 1
42, 5.93426, 40.9005, 1
35, 5.93426, 38.4747, 1
44, 5.93443, 46.6746, 1
37, 5.93457, 36.8253, 1
46, 7.21045, 45.2933, 1
39, 5.9336, 36.5002, 1
49, 5.93431, 46.1961, 1
9, 7.29836, 15.4267, 0
7, 7.29884, 35.2757, 1
40, 5.93454, 36.6994, 1
21, 7.2985, 35.9973, 1
11, 7.29847, 34.3991, 1
12, 7.29859, 33.8712, 1
15, 7.29854, 37.0568, 1
45, 7.06773, 35.6171, 1
23, 7.29843, 33.0202, 1
31, 7.29866, 36.9971, 1
38, 5.93432, 36.6975, 1
26, 7.29877, 36.8472, 1
22, 7.29842, 36.6506, 1
48, 5.93471, 36.6696, 1
47, 5.93462, 36.9998, 1
54, 7.29846, 38.1248, 1
8, 7.29846, 47.7276, 1
16, 7.37876, 15.3742, 0
50, 7.29823, 37.8797, 1
0, 7.29876, 34.1208, 1
10, 7.29859, 33.8257, 1
6, 7.29844, 39.1942, 1
25, 7.29872, 36.4771, 1
17, 7.29842, 38.0692, 1
13, 7.29865, 43.8494, 1
52, 7.29855, 37.2737, 1
0, 7.29854, 54.5951, 1
32, 7.29822, 15.4244, 0
55, 5.93359, 36.4966, 0
14, 7.29894, 32.4045, 1
1, 7.29865, 46.794, 1
51, 7.29857, 15.9255, 0
51, 7.31203, 46.4551, 1
27, 7.29894, 80.199, 1
5, 7.29843, 35.1234, 1
24, 7.29877, 35.799, 1
41, 5.93441, 38.0252, 1
36, 5.93446, 34.8477, 1
19, 7.29879, 50.3916, 1
43, 5.9336, 35.9994, 0
28, 7.29894, 46.7977, 1
29, 7.29884, 15.9067, 0
18, 7.29915, 44.393, 1
2, 7.29885, 37.2232, 1
20, 7.29866, 38.0283, 1
53, 7.29863, 64.1414, 1
33, 7.29805, 15.4261, 0
30, 7.29871, 35.4968, 1
34, 5.93494, 38.4072, 1
3, 7.29841, 34.2196, 1
42, 5.93431, 38.6963, 1
35, 5.9344, 35.7505, 1
44, 5.93378, 35.9972, 1
37, 5.93431, 46.1994, 1
46, 7.21008, 36.0064, 0
39, 5.93431, 46.2012, 1
49, 5.93393, 36.0005, 0
9, 7.29894, 48.7994, 1
7, 7.29904, 15.4274, 0
40, 5.9337, 36.0029, 0
21, 7.29894, 34.4026, 1
11, 7.29851, 56.5973, 1
12, 7.29894, 64.7017, 0
15, 7.29849, 35.199, 1
45, 7.06823, 38.229, 1
23, 7.29867, 48.8145, 1
31, 7.29856, 15.427, 0
38, 5.93393, 36.4982, 0
26, 7.29894, 56.684, 1
22, 7.2981, 15.429, 0
48, 5.93399, 36.0148, 0
47, 5.93431, 41.266, 0
54, 7.29876, 15.4271, 0
54, 7.29894, 36.0241, 1
16, 7.29824, 15.4297, 0
50, 7.2982, 40.4524, 1
0, 7.29886, 50.7502, 1
